Group.1,Year,Month,Day,Hours,Precipitation,Temperature,Outflow,sin_day,Three_Day_Flow,Two_Week_Flow,Month_Flow,Season_Flow,Precip_Times_Temperature,Temperature_Times_Day,Precip_Times_Temperature_Times_Day,cos_day,Date
8/12/1984,1984,8,12,0.48,0,80.49725,1,-0.536572918,2.57E-16,-3.17E-17,-3.04E-17,0,0,-43.19264432,0,0.843853959,8/12/1984
8/13/1984,1984,8,13,0.48,0,80.30375,1,0.420167037,2.57E-16,-3.17E-17,-3.04E-17,0,0,33.74098868,0,0.907446781,8/13/1984
8/14/1984,1984,8,14,0.48,0,81.755,0.083333333,0.990607356,2.57E-16,-3.17E-17,-3.04E-17,0,0,80.98710437,0,0.136737218,8/14/1984
8/15/1984,1984,8,15,0.48,0,81.5285,0,0.65028784,2.57E-16,-3.17E-17,-3.04E-17,0,0,53.01699218,0,-0.759687913,8/15/1984
8/16/1984,1984,8,16,0.48,0,79.26125,0,-0.287903317,2.57E-16,-3.17E-17,-3.04E-17,0,0,-22.81957676,0,-0.95765948,8/16/1984
8/17/1984,1984,8,17,0.48,0,83.2565,0,-0.961397492,2.57E-16,-3.17E-17,-3.04E-17,0,0,-80.04259028,0,-0.275163338,8/17/1984
8/18/1984,1984,8,18,0.48,0,85.9325,0,-0.750987247,2.57E-16,-3.17E-17,-3.04E-17,0,0,-64.53421158,0,0.660316708,8/18/1984
8/19/1984,1984,8,19,0.48,0,81.5105,0,0.14987721,2.57E-16,-3.17E-17,-3.04E-17,0,0,12.2165663,0,0.988704618,8/19/1984
8/20/1984,1984,8,20,0.48,0,79.157,0,0.912945251,2.57E-16,-3.17E-17,-3.04E-17,0,0,72.26600721,0,0.408082062,8/20/1984
8/21/1984,1984,8,21,0.48,0,80.585,0,0.836655639,2.57E-16,-3.17E-17,-3.04E-17,0,0,67.42189463,0,-0.54772926,8/21/1984
8/22/1984,1984,8,22,0.48,0,82.04225,0,-0.008851309,2.57E-16,-3.17E-17,-3.04E-17,0,0,-0.72618133,0,-0.999960826,8/22/1984
8/23/1984,1984,8,23,0.48,0,80.06825,0,-0.846220404,2.57E-16,-3.17E-17,-3.04E-17,0,0,-67.75538688,0,-0.53283302,8/23/1984
8/24/1984,1984,8,24,0.48,0,74.46875,0,-0.905578362,2.57E-16,-3.17E-17,-3.04E-17,0,0,-67.43728865,0,0.424179007,8/24/1984
8/25/1984,1984,8,25,0.48,0,72.38825,0,-0.13235175,2.57E-16,-3.17E-17,-3.04E-17,0,0,-9.580711575,0,0.991202812,8/25/1984
8/26/1984,1984,8,26,0.48,0,75.884,0,0.76255845,2.57E-16,-3.17E-17,-3.04E-17,0,0,57.86598546,0,0.646919322,8/26/1984
8/27/1984,1984,8,27,0.48,0,78.9635,0,0.956375928,2.57E-16,-3.17E-17,-3.04E-17,0,0,75.51879062,0,-0.292138809,8/27/1984
8/28/1984,1984,8,28,0.48,0,81.93725,0,0.270905788,2.57E-16,-3.17E-17,-3.04E-17,0,0,22.1972753,0,-0.962605866,8/28/1984
8/29/1984,1984,8,29,0.48,0,84.12275,0,-0.663633884,2.57E-16,-3.17E-17,-3.04E-17,0,0,-55.82670733,0,-0.74805753,8/29/1984
8/30/1984,1984,8,30,0.48,0,82.55975,0,-0.988031624,2.57E-16,-3.17E-17,-3.04E-17,0,0,-81.57164388,0,0.15425145,8/30/1984
8/31/1984,1984,8,31,0.48,0,70.83425,0,-0.404037645,2.57E-16,-3.17E-17,-3.04E-17,0,0,-28.61970358,0,0.914742358,8/31/1984
9/1/1984,1984,9,1,0.48,0,77.141,0,0.841470985,2.57E-16,-3.17E-17,-3.04E-17,0,0,64.91191324,0,0.540302306,9/1/1984
9/2/1984,1984,9,2,0.48,0,83.84975,0,0.909297427,2.57E-16,-3.17E-17,-3.04E-17,0,0,76.24436191,0,-0.416146837,9/2/1984
9/3/1984,1984,9,3,0.48,0,84.22025,0,0.141120008,2.57E-16,-3.17E-17,-3.04E-17,0,0,11.88516236,0,-0.989992497,9/3/1984
9/4/1984,1984,9,4,0.48,0,85.69475,0,-0.756802495,2.57E-16,-3.17E-17,-3.04E-17,0,0,-64.85400063,0,-0.653643621,9/4/1984
9/5/1984,1984,9,5,0.48,0,86.372,0,-0.958924275,2.57E-16,-3.17E-17,-3.04E-17,0,0,-82.82420745,0,0.283662185,9/5/1984
9/6/1984,1984,9,6,0.48,0,79.64,0,-0.279415498,2.57E-16,-3.17E-17,-3.04E-17,0,0,-22.25265028,0,0.960170287,9/6/1984
9/7/1984,1984,9,7,0.48,0,81.1115,0,0.656986599,2.57E-16,-3.17E-17,-3.04E-17,0,0,53.2891685,0,0.753902254,9/7/1984
9/8/1984,1984,9,8,0.48,0,88.38725,0,0.989358247,2.57E-16,-3.17E-17,-3.04E-17,0,0,87.44665469,0,-0.145500034,9/8/1984
9/9/1984,1984,9,9,0.48,0,92.10575,0,0.412118485,2.57E-16,-3.17E-17,-3.04E-17,0,0,37.95848217,0,-0.911130262,9/9/1984
9/10/1984,1984,9,10,0.48,0,88.01075,0,-0.544021111,2.57E-16,-3.17E-17,-3.04E-17,0,0,-47.87970599,0,-0.839071529,9/10/1984
9/11/1984,1984,9,11,0.48,0,79.22675,0,-0.999990207,2.57E-16,-3.17E-17,-3.04E-17,0,0,-79.2259741,0,0.004425698,9/11/1984
9/12/1984,1984,9,12,0.48,0,76.16675,0,-0.536572918,2.57E-16,-3.17E-17,-3.04E-17,0,0,-40.8690153,0,0.843853959,9/12/1984
9/13/1984,1984,9,13,0.48,0,80.05475,0,0.420167037,2.57E-16,-3.17E-17,-3.04E-17,0,0,33.63636709,0,0.907446781,9/13/1984
9/14/1984,1984,9,14,0.48,0,84.76325,0,0.990607356,2.57E-16,-3.17E-17,-3.04E-17,0,0,83.96709894,0,0.136737218,9/14/1984
9/15/1984,1984,9,15,0.48,0,82.994,0,0.65028784,2.57E-16,-3.17E-17,-3.04E-17,0,0,53.96998901,0,-0.759687913,9/15/1984
9/16/1984,1984,9,16,0.48,0,80.07725,0,-0.287903317,2.57E-16,-3.17E-17,-3.04E-17,0,0,-23.05450586,0,-0.95765948,9/16/1984
9/17/1984,1984,9,17,0.48,0,87.008,0,-0.961397492,2.57E-16,-3.17E-17,-3.04E-17,0,0,-83.64927298,0,-0.275163338,9/17/1984
9/18/1984,1984,9,18,0.48,0,92.42975,0,-0.750987247,2.57E-16,-3.17E-17,-3.04E-17,0,0,-69.41356347,0,0.660316708,9/18/1984
9/19/1984,1984,9,19,0.48,0.00035269,89.513,0,0.14987721,0.007867706,0.007867706,0.007867706,0,0.035540492,13.41595867,0.00532671,0.988704618,9/19/1984
9/20/1984,1984,9,20,0.48,0,82.54925,0,0.912945251,0.008464567,0.008464567,0.008464567,0,0,75.36294574,0,0.408082062,9/20/1984
9/21/1984,1984,9,21,0.48,0,74.92775,0,0.836655639,0.008464567,0.008464567,0.008464567,0,0,62.68872452,0,-0.54772926,9/21/1984
9/22/1984,1984,9,22,0.48,0,75.4175,0,-0.008851309,0.000596861,0.008464567,0.008464567,0,0,-0.667543618,0,-0.999960826,9/22/1984
9/23/1984,1984,9,23,0.48,0,73.67,0,-0.846220404,2.57E-16,0.008464567,0.008464567,0,0,-62.34105718,0,-0.53283302,9/23/1984
9/24/1984,1984,9,24,0.48,0,69.5465,0,-0.905578362,2.57E-16,0.008464567,0.008464567,0,0,-62.97980555,0,0.424179007,9/24/1984
9/25/1984,1984,9,25,0.48,0,69.7475,0,-0.13235175,2.57E-16,0.008464567,0.008464567,0,0,-9.231203691,0,0.991202812,9/25/1984
9/26/1984,1984,9,26,0.48,0,77.75,0,0.76255845,2.57E-16,0.000596861,0.008464567,0,0,59.28891953,0,0.646919322,9/26/1984
9/27/1984,1984,9,27,0.48,0,80.95925,0,0.956375928,2.57E-16,-3.17E-17,0.008464567,0,0,77.42747788,0,-0.292138809,9/27/1984
9/28/1984,1984,9,28,0.48,0,80.036,0,0.270905788,2.57E-16,-3.17E-17,0.008464567,0,0,21.68221567,0,-0.962605866,9/28/1984
9/29/1984,1984,9,29,0.48,0,79.39175,0,-0.663633884,2.57E-16,-3.17E-17,0.008464567,0,0,-52.68705543,0,-0.74805753,9/29/1984
9/30/1984,1984,9,30,0.48,3.77297E-05,71.41625,0,-0.988031624,0.000679134,0.000679134,0.009143701,0,0.002745588,-70.56151347,-0.002712728,0.15425145,9/30/1984
10/1/1984,1984,10,1,0.48,0,64.1165,0,0.841470985,0.000905512,0.000905512,0.009370079,0,0,53.9521744,0,0.540302306,10/1/1984
10/2/1984,1984,10,2,0.48,0,68.6525,0,0.909297427,0.000905512,0.000905512,0.009370079,0,0,62.4255416,0,-0.416146837,10/2/1984
10/3/1984,1984,10,3,0.48,0,69.9575,0,0.141120008,0.000226378,0.000905512,0.009370079,0,0,9.872402964,0,-0.989992497,10/3/1984
10/4/1984,1984,10,4,0.48,0,67.91975,0,-0.756802495,2.57E-16,0.000905512,0.009370079,0,0,-51.40183628,0,-0.653643621,10/4/1984
10/5/1984,1984,10,5,0.48,0,68.138,0,-0.958924275,2.57E-16,0.000905512,0.009370079,0,0,-65.33918223,0,0.283662185,10/5/1984
10/6/1984,1984,10,6,0.48,0,71.06525,0,-0.279415498,2.57E-16,0.000905512,0.009370079,0,0,-19.85673223,0,0.960170287,10/6/1984
10/7/1984,1984,10,7,0.48,0,73.24475,0,0.656986599,2.57E-16,0.000226378,0.009370079,0,0,48.12081918,0,0.753902254,10/7/1984
10/8/1984,1984,10,8,0.48,0,73.49075,0,0.989358247,2.57E-16,-3.17E-17,0.009370079,0,0,72.70867956,0,-0.145500034,10/8/1984
10/9/1984,1984,10,9,0.48,0,69.99575,0,0.412118485,2.57E-16,-3.17E-17,0.009370079,0,0,28.84654246,0,-0.911130262,10/9/1984
10/10/1984,1984,10,10,0.48,0.005670932,67.93175,2.625,-0.544021111,0.069385515,0.069385515,0.078755594,0,0.404411485,-36.9563061,-0.220008386,-0.839071529,10/10/1984
10/11/1984,1984,10,11,0.48,0.018285761,65.6975,83.75,-0.999990207,0.427295226,0.427295226,0.436665305,0,1.12501238,-65.6968566,-1.125001362,0.004425698,10/11/1984
10/12/1984,1984,10,12,0.48,0,62.7065,21.83333333,-0.536572918,0.574960626,0.574960626,0.584330705,0,0,-33.64660968,0,0.843853959,10/12/1984
10/13/1984,1984,10,13,0.48,0,65.744,3.125,0.420167037,0.505575111,0.574960626,0.584330705,0,0,27.62346167,0,0.907446781,10/13/1984
10/14/1984,1984,10,14,0.48,0,64.871,0.041666667,0.990607356,0.1476654,0.574960626,0.584330705,0,0,64.26168977,0,0.136737218,10/14/1984
10/15/1984,1984,10,15,0.48,0,58.778,0,0.65028784,2.57E-16,0.574960626,0.584330705,0,0,38.22261867,0,-0.759687913,10/15/1984
10/16/1984,1984,10,16,0.48,0.045872703,49.16375,146.4166667,-0.287903317,0.527288392,1.102249018,1.111619097,0,2.159513693,-14.15440668,-0.621731155,-0.95765948,10/16/1984
10/17/1984,1984,10,17,0.48,0.000841535,50.32925,85.375,-0.961397492,1.116264352,1.621839463,1.700595057,0,0.03964839,-48.38641472,-0.038117863,-0.275163338,10/17/1984
10/18/1984,1984,10,18,0.48,0,52.97075,12.04166667,-0.750987247,1.121141733,1.268807133,1.705472438,0,0,-39.7803577,0,0.660316708,10/18/1984
10/19/1984,1984,10,19,0.48,0,56.75225,0.833333333,0.14987721,0.593853341,1.121141733,1.697604732,0,0,8.505868872,0,0.988704618,10/19/1984
10/20/1984,1984,10,20,0.48,0,60.70175,0,0.912945251,0.004877381,1.121141733,1.697007871,0,0,55.41737437,0,0.408082062,10/20/1984
10/21/1984,1984,10,21,0.48,0,58.00925,0,0.836655639,2.57E-16,1.121141733,1.697007871,0,0,48.5337661,0,-0.54772926,10/21/1984
10/22/1984,1984,10,22,0.48,0,58.373,0,-0.008851309,2.57E-16,1.121141733,1.697007871,0,0,-0.516677477,0,-0.999960826,10/22/1984
10/23/1984,1984,10,23,0.48,0,60.608,0,-0.846220404,2.57E-16,0.593853341,1.697007871,0,0,-51.28772626,0,-0.53283302,10/23/1984
10/24/1984,1984,10,24,0.48,0,63.60425,0,-0.905578362,2.57E-16,0.004877381,1.697007871,0,0,-57.59863253,0,0.424179007,10/24/1984
10/25/1984,1984,10,25,0.48,0,65.13125,0,-0.13235175,2.57E-16,-3.16E-17,1.697007871,0,0,-8.620234923,0,0.991202812,10/25/1984
10/26/1984,1984,10,26,0.48,0.000383858,67.16975,0,0.76255845,0.005374016,0.005374015,1.702381887,0,0.024084802,51.22086048,0.018366069,0.646919322,10/26/1984
10/27/1984,1984,10,27,0.48,0,55.50575,0,0.956375928,0.009212598,0.009212598,1.706220469,0,0,53.08436319,0,-0.292138809,10/27/1984
10/28/1984,1984,10,28,0.48,0.0000476,53.5685,0,0.270905788,0.009807598,0.009807598,1.706815469,0,0.002549861,14.51201672,0.000690772,-0.962605866,10/28/1984
10/29/1984,1984,10,29,0.48,0.009371719,60.1565,25,-0.663633884,0.146652165,0.152026181,1.849034052,0,0.541622565,-39.92189176,-0.359439087,-0.74805753,10/29/1984
10/30/1984,1984,10,30,0.48,0,58.36175,8.083333333,-0.988031624,0.22606366,0.235276258,1.931604995,0,0,-57.66325464,0,0.15425145,10/30/1984
10/31/1984,1984,10,31,0.48,0,56.25425,1.333333333,-0.404037645,0.22546866,0.235276258,1.931378617,0,0,-22.72883471,0,0.914742358,10/31/1984
11/1/1984,1984,11,1,0.48,0,56.579,0,0.841470985,0.083250077,0.235276258,1.931378617,0,0,47.60958685,0,0.540302306,11/1/1984
11/2/1984,1984,11,2,0.48,0,59.14625,0,0.909297427,2.56E-16,0.229902243,1.931378617,0,0,53.78153293,0,-0.416146837,11/2/1984
11/3/1984,1984,11,3,0.48,0,57.2135,0,0.141120008,2.56E-16,0.22606366,1.931378617,0,0,8.073969581,0,-0.989992497,11/3/1984
11/4/1984,1984,11,4,0.48,0,56.357,0,-0.756802495,2.56E-16,0.22546866,1.931378617,0,0,-42.65111823,0,-0.653643621,11/4/1984
11/5/1984,1984,11,5,0.48,0,59.855,0,-0.958924275,2.56E-16,0.083250077,1.931378617,0,0,-57.39641246,0,0.283662185,11/5/1984
11/6/1984,1984,11,6,0.48,0.001502625,58.96925,0,-0.279415498,0.015491145,0.015491145,1.946869762,0,0.078721933,-16.47692237,-0.021996128,0.960170287,11/6/1984
11/7/1984,1984,11,7,0.48,0.022483596,57.5915,24.16666667,0.656986599,0.058546584,0.058546584,1.989925201,0,1.397760186,37.8368437,0.91830971,0.753902254,11/7/1984
11/8/1984,1984,11,8,0.48,0.00922244,54.398,115.75,0.989358247,0.729104465,0.729104465,2.660483082,0,0.47518971,53.8191099,0.470132858,-0.145500034,11/8/1984
11/9/1984,1984,11,9,0.48,0,50.71325,20.16666667,0.412118485,0.781516713,0.797007858,2.65900096,0,0,20.89986777,0,-0.911130262,11/9/1984
11/10/1984,1984,11,10,0.48,0.004201115,50.71775,10.20833333,-0.544021111,0.779597198,0.838143782,2.342227173,0,0.209201895,-27.5915267,-0.113810248,-0.839071529,11/10/1984
11/11/1984,1984,11,11,0.48,4.75488E-05,56.516,7.791666667,-0.999990207,0.169206435,0.8983109,2.254728891,0,0.002717808,-56.51544651,-0.002717781,0.004425698,11/11/1984
11/12/1984,1984,11,12,0.48,0.014197835,59.00525,43.625,-0.536572918,0.237744933,1.034752791,2.391170782,0,0.839778422,-31.66061917,-0.450602358,0.843853959,11/12/1984
11/13/1984,1984,11,13,0.48,0.002088255,53.89025,41.08333333,0.420167037,0.434234672,1.256887309,2.628796445,0,0.108940503,22.64290666,0.045773208,0.907446781,11/13/1984
11/14/1984,1984,11,14,0.48,0,54.6515,6.875,0.990607356,0.391531044,1.23129536,2.646259935,0,0,54.1381779,0,0.136737218,11/14/1984
11/15/1984,1984,11,15,0.48,0.006571523,53.726,11.04166667,0.65028784,0.27526488,0.580913206,2.13914727,0,0.372286434,34.9373645,0.242093341,-0.759687913,11/15/1984
11/16/1984,1984,11,16,0.48,0.015347769,52.33175,80.70833333,-0.287903317,0.387827407,0.863198003,1.9003595,0,0.781742316,-15.06648439,-0.225066206,-0.95765948,11/16/1984
11/17/1984,1984,11,17,0.48,0.004740814,53.22125,44.5,-0.961397492,0.61519029,1.066888452,2.140308492,0,0.252989734,-51.16677626,-0.243223696,-0.275163338,11/17/1984
11/18/1984,1984,11,18,0.48,0.004483268,55.9025,25.08333333,-0.750987247,0.70354605,1.115252822,2.248839979,0,0.244018054,-41.98206456,-0.183254447,0.660316708,11/18/1984
11/19/1984,1984,11,19,0.48,0,53.0705,4.5,0.14987721,0.377077028,1.002530098,2.272559147,0,0,7.954058455,0,0.988704618,11/19/1984
11/20/1984,1984,11,20,0.48,0.007017716,52.853,21.375,0.912945251,0.221580332,0.854234112,2.361888824,0,0.362989601,48.25189534,0.331389632,0.408082062,11/20/1984
11/21/1984,1984,11,21,0.48,0.000728347,49.94525,13.20833333,0.836655639,0.204389139,0.928110916,2.453229118,0,0.035893378,41.78697503,0.030030397,-0.54772926,11/21/1984
11/22/1984,1984,11,22,0.48,0,48.62,2.208333333,-0.008851309,0.185905497,0.913170715,2.458464644,0,0,-0.430350658,0,-0.999960826,11/22/1984
11/23/1984,1984,11,23,0.48,0.001596129,49.334,3.041666667,-0.846220404,0.116527433,0.582934138,2.478416257,0,0.078743428,-41.74743742,-0.066634296,-0.53283302,11/23/1984
11/24/1984,1984,11,24,0.48,0.018892716,50.3435,78.04166667,-0.905578362,0.307086475,0.620007101,2.760315593,0,0.913902527,-45.58998427,-0.827610353,0.424179007,11/24/1984
11/25/1984,1984,11,25,0.48,0.00011811,47.49575,27.625,-0.13235175,0.494230106,0.70385477,2.947320734,0,0.005966461,-6.286145635,-0.000789672,0.991202812,11/25/1984
11/26/1984,1984,11,26,0.48,4.75722E-05,46.511,3.791666667,0.76255845,0.474758043,0.680615153,2.943961702,0,0.002310961,35.46735609,0.001762243,0.646919322,11/26/1984
11/27/1984,1984,11,27,0.48,0.007721456,47.44025,9.916666667,0.956375928,0.212058297,0.610485066,2.962566292,0,0.376115449,45.37071314,0.359707762,-0.292138809,11/27/1984
11/28/1984,1984,11,28,0.48,0.001666667,49.02725,31.29166667,0.270905788,0.220688514,0.720154146,3.021357083,0,0.078664546,13.28176581,0.021310681,-0.962605866,11/28/1984
11/29/1984,1984,11,29,0.48,0,47.495,4.666666667,-0.663633884,0.226313971,0.721023626,2.944212012,0,0,-31.51929133,0,-0.74805753,11/29/1984
11/30/1984,1984,11,30,0.48,0,49.24775,0.5,-0.988031624,0.20711438,0.701072014,2.944212012,0,0,-48.65833442,0,0.15425145,11/30/1984
12/1/1984,1984,12,1,0.48,0,50.57825,0,0.841470985,0.006105006,0.419172677,2.944212012,0,0,42.56012984,0,0.540302306,12/1/1984
12/2/1984,1984,12,2,0.48,0.018994426,50.339,45.25,0.909297427,0.151955388,0.378748908,3.0961674,0,0.972179752,45.77312317,0.884000547,-0.416146837,12/2/1984
12/3/1984,1984,12,3,0.48,0.000408465,48.152,48.08333333,0.141120008,0.463697198,0.690011168,3.40790921,0,0.01926954,6.795210628,0.002719318,-0.989992497,12/3/1984
12/4/1984,1984,12,4,0.48,0,48.8525,6.791666667,-0.756802495,0.46566938,0.67278376,3.409881392,0,0,-36.9716939,0,-0.653643621,12/4/1984
12/5/1984,1984,12,5,0.48,0.000738189,52.328,1.208333333,-0.958924275,0.326263204,0.484323599,3.422430604,0,0.037600393,-50.17858944,-0.036055929,0.283662185,12/5/1984
12/6/1984,1984,12,6,0.48,0,53.441,0,-0.279415498,0.019688717,0.483385915,3.412106782,0,0,-14.93224364,0,0.960170287,12/6/1984
12/7/1984,1984,12,7,0.48,0,54.2645,0,0.656986599,0.017716535,0.483385915,3.369051343,0,0,35.65104928,0,0.753902254,12/7/1984
12/8/1984,1984,12,8,0.48,0,55.7855,0,0.989358247,0.005167323,0.483385915,2.698493462,0,0,55.19184447,0,-0.145500034,12/8/1984
12/9/1984,1984,12,9,0.48,0.002078412,55.10525,2.875,0.412118485,0.027019357,0.358449884,2.657609426,0,0.107175398,22.70989216,0.044168962,-0.911130262,12/9/1984
12/10/1984,1984,12,10,0.48,0.016779857,54.02375,85.375,-0.544021111,0.290362267,0.310050985,2.879816412,0,0.836199402,-29.39006049,-0.454910127,-0.839071529,12/10/1984
12/11/1984,1984,12,11,0.48,9.67848E-05,52.82525,28.54166667,-0.999990207,0.453392084,0.471108619,2.982679111,0,0.004843072,-52.82473266,-0.004843025,0.004425698,12/11/1984
12/12/1984,1984,12,12,0.48,0,52.097,5.416666667,-0.536572918,0.427901927,0.460088607,2.84776642,0,0,-27.95383931,0,0.843853959,12/12/1984
12/13/1984,1984,12,13,0.48,0,45.78275,1.583333333,0.420167037,0.164559017,0.454921284,2.610140757,0,0,19.2364024,0,0.907446781,12/13/1984
12/14/1984,1984,12,14,0.48,0,40.5875,1,0.990607356,0.0015292,0.454921284,2.592677267,0,0,40.20627605,0,0.136737218,12/14/1984
12/15/1984,1984,12,15,0.48,0.022237533,43.109,243.2083333,0.65028784,0.241004786,0.69592607,2.813506326,0,0.911840904,28.0332585,0.592959052,-0.759687913,12/15/1984
12/16/1984,1984,12,16,0.48,0.000698819,44.62625,112.5,-0.287903317,0.546395463,0.97429739,2.768708813,0,0.030371907,-12.84804539,-0.008744173,-0.95765948,12/16/1984
12/17/1984,1984,12,17,0.48,0.00023294,41.34125,22.54166667,-0.961397492,0.551870081,0.716429097,2.529357058,0,0.009810485,-39.74537406,-0.009431776,-0.275163338,12/17/1984
12/18/1984,1984,12,18,0.48,0.003185695,42.86,16.04166667,-0.750987247,0.323553394,0.56608738,2.43351367,0,0.163470753,-32.1873134,-0.122764451,0.660316708,12/18/1984
12/19/1984,1984,12,19,0.48,0,44.4935,23.95833333,0.14987721,0.086124211,0.632519674,2.477755996,0,0,6.668561628,0,0.988704618,12/19/1984
12/20/1984,1984,12,20,0.48,0,45.224,9.875,0.912945251,0.080649593,0.632519674,2.388426319,0,0,41.28703602,0,0.408082062,12/20/1984
12/21/1984,1984,12,21,0.48,0,45.23375,6.5,0.836655639,0.067961493,0.632519674,2.297086025,0,0,37.84507199,0,-0.54772926,12/21/1984
12/22/1984,1984,12,22,0.48,0,43.421,4.625,-0.008851309,2.53E-16,0.391514888,2.291850499,0,0,-0.384332701,0,-0.999960826,12/22/1984
12/23/1984,1984,12,23,0.48,0,43.535,3.458333333,-0.846220404,2.53E-16,0.086124211,2.271898887,0,0,-36.8402053,0,-0.53283302,12/23/1984
12/24/1984,1984,12,24,0.48,0,43.322,2.541666667,-0.905578362,2.53E-16,0.080649593,1.98999955,0,0,-39.2314658,0,0.424179007,12/24/1984
12/25/1984,1984,12,25,0.48,0,42.8375,2,-0.13235175,2.53E-16,0.067961493,1.797620393,0,0,-5.669618095,0,0.991202812,12/25/1984
12/26/1984,1984,12,26,0.48,0.002039042,44.26175,3.416666667,0.76255845,0.022837267,0.022837267,1.819978111,0,0.083018709,33.7521715,0.063306618,0.646919322,12/26/1984
12/27/1984,1984,12,27,0.48,0,48.6185,3.458333333,0.956375928,0.048937001,0.048937001,1.826878254,0,0,46.49756308,0,-0.292138809,12/27/1984
12/28/1984,1984,12,28,0.48,0,47.85425,2,0.270905788,0.048937001,0.048937001,1.62586888,0,0,12.96399332,0,-0.962605866,12/28/1984
12/29/1984,1984,12,29,0.48,0,45.2345,2,-0.663633884,0.026099734,0.048937001,1.619763874,0,0,-30.01914694,0,-0.74805753,12/29/1984
12/30/1984,1984,12,30,0.48,0,47.04875,1.125,-0.988031624,2.53E-16,0.048937001,1.619763874,0,0,-46.48565287,0,0.15425145,12/30/1984
12/31/1984,1984,12,31,0.48,0,43.58075,1,-0.404037645,2.53E-16,0.048937001,1.619763874,0,0,-17.60826361,0,0.914742358,12/31/1984
1/1/1985,1985,1,1,0.48,0,43.54475,1,0.841470985,2.53E-16,0.048937001,1.467808486,0,0,36.64164367,0,0.540302306,1/1/1985
1/2/1985,1985,1,2,0.48,0,43.7585,1,0.909297427,2.53E-16,0.026099734,1.156066676,0,0,39.78949145,0,-0.416146837,1/2/1985
1/3/1985,1985,1,3,0.48,0,46.62575,1,0.141120008,2.53E-16,-1.3E-17,1.154094494,0,0,6.579826216,0,-0.989992497,1/3/1985
1/4/1985,1985,1,4,0.48,0,48.29225,1,-0.756802495,2.53E-16,-1.3E-17,1.141545282,0,0,-36.5476953,0,-0.653643621,1/4/1985
1/5/1985,1985,1,5,0.48,0,51.20525,1,-0.958924275,2.53E-16,-1.3E-17,1.136377959,0,0,-49.10195722,0,0.283662185,1/5/1985
1/6/1985,1985,1,6,0.48,0.001459974,55.16675,1.958333333,-0.279415498,0.028469493,0.028469493,1.164847452,0,0.083994494,-15.41444493,-0.023469363,0.960170287,1/6/1985
1/7/1985,1985,1,7,0.48,0.013348097,51.6755,86.45833333,0.656986599,0.215908124,0.215908124,1.352286083,0,0.687127097,33.95011098,0.451433294,0.753902254,1/7/1985
1/8/1985,1985,1,8,0.48,0.000242782,48.887,44.83333333,0.989358247,0.358472185,0.358472185,1.467830787,0,0.011272436,48.3667566,0.011152478,-0.145500034,1/8/1985
1/9/1985,1985,1,9,0.48,0.000892388,48.1205,17.33333333,0.412118485,0.336801057,0.36527055,1.211286241,0,0.044826388,19.83134757,0.018473783,-0.911130262,1/9/1985
1/10/1985,1985,1,10,0.48,0,46.38125,12.16666667,-0.544021111,0.166729678,0.382637802,1.065623677,0,0,-25.23237915,0,-0.839071529,1/10/1985
1/11/1985,1985,1,11,0.48,0,46.769,8.791666667,-0.999990207,0.024165617,0.382637802,1.064094477,0,0,-46.76854197,0,0.004425698,1/11/1985
1/12/1985,1985,1,12,0.48,0,45.15275,6.5,-0.536572918,0.017367252,0.382637802,1.064094477,0,0,-24.22774282,0,0.843853959,1/12/1985
1/13/1985,1985,1,13,0.48,0,45.221,4.75,0.420167037,2.53E-16,0.354168309,1.064094477,0,0,19.00037357,0,0.907446781,1/13/1985
1/14/1985,1985,1,14,0.48,0,45.67925,3.583333333,0.990607356,2.53E-16,0.166729678,0.823089691,0,0,45.25020105,0,0.136737218,1/14/1985
1/15/1985,1985,1,15,0.48,0,48.65975,2.875,0.65028784,2.53E-16,0.024165617,0.517699014,0,0,31.64284373,0,-0.759687913,1/15/1985
1/16/1985,1985,1,16,0.48,0,48.92675,2,-0.287903317,2.53E-16,0.017367252,0.512224396,0,0,-14.0861736,0,-0.95765948,1/16/1985
1/17/1985,1985,1,17,0.48,0,50.4965,2,-0.961397492,2.53E-16,-1.3E-17,0.499536296,0,0,-48.54720845,0,-0.275163338,1/17/1985
1/18/1985,1985,1,18,0.48,0,48.40775,1.791666667,-0.750987247,2.53E-16,-1.3E-17,0.431574803,0,0,-36.3536029,0,0.660316708,1/18/1985
1/19/1985,1985,1,19,0.48,0,43.90925,1,0.14987721,2.53E-16,-1.3E-17,0.431574803,0,0,6.580995868,0,0.988704618,1/19/1985
1/20/1985,1985,1,20,0.48,0,45.70475,1,0.912945251,2.53E-16,-1.3E-17,0.431574803,0,0,41.72593445,0,0.408082062,1/20/1985
1/21/1985,1985,1,21,0.48,0,47.28425,1,0.836655639,2.53E-16,-1.3E-17,0.431574803,0,0,39.56063438,0,-0.54772926,1/21/1985
1/22/1985,1985,1,22,0.48,0,46.8485,1,-0.008851309,2.53E-16,-1.3E-17,0.431574803,0,0,-0.414670563,0,-0.999960826,1/22/1985
1/23/1985,1985,1,23,0.48,0.001135171,48.90125,1,-0.846220404,0.006243438,0.006243438,0.437818241,0,0.057099076,-41.38123554,-0.048318403,-0.53283302,1/23/1985
